timestamp,frame_id,hand_id,hand_type,confidence,palm_x,palm_y,palm_z,palm_normal_x,palm_normal_y,palm_normal_z,palm_velocity_x,palm_velocity_y,palm_velocity_z,grab_strength,pinch_strength,pinch_distance,thumb_extended,index_extended,middle_extended,ring_extended,pinky_extended,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_tip_x,index_tip_y,index_tip_z,gesture_type,sequence_id,recording_timestamp,video_file_path,performance_actual_fps,performance_total_frames,performance_target_fps,performance_quality,performance_mode,video_recording_time
2025-11-18 11:47:50.647718,1,67,HandType.Right,0.780724823474884,-138.99305725097656,168.90028381347656,56.49311828613281,0.9793011546134949,-0.1100892648100853,-0.16985155642032623,-2.34002685546875,-0.25272467732429504,4.3535685539245605,0.0,0.0,47.85279846191406,1,1,1,1,1,-126.05044555664062,110.5636978149414,46.94107437133789,-143.78875732421875,124.46199035644531,-15.510574340820312,grab,9,2025-11-18T11:47:50.647718,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.647718,2,67,HandType.Right,0.7805259227752686,-139.02699279785156,168.90843200683594,56.53975296020508,0.9792495369911194,-0.10995540767908096,-0.17023564875125885,-3.0491015911102295,0.7309080362319946,4.18975305557251,0.0,0.0,47.834590911865234,1,1,1,1,1,-126.084716796875,110.58415222167969,46.957000732421875,-143.81503295898438,124.45759582519531,-15.454463958740234,grab,9,2025-11-18T11:47:50.647718,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.679606,3,67,HandType.Right,0.7802029848098755,-139.09576416015625,168.95225524902344,56.596675872802734,0.9792513251304626,-0.10940735787153244,-0.1705780178308487,-2.462674379348755,1.836653709411621,2.165006160736084,0.0,0.0,47.895877838134766,1,1,1,1,1,-125.98275756835938,110.58968353271484,46.975616455078125,-143.87510681152344,124.4698486328125,-15.395857810974121,grab,9,2025-11-18T11:47:50.679606,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.680272,4,67,HandType.Right,0.7802029848098755,-139.09576416015625,168.95225524902344,56.596675872802734,0.9792513251304626,-0.10940735787153244,-0.1705780178308487,-2.462674379348755,1.836653709411621,2.165006160736084,0.0,0.0,47.895877838134766,1,1,1,1,1,-125.98275756835938,110.58968353271484,46.975616455078125,-143.87510681152344,124.4698486328125,-15.395857810974121,grab,9,2025-11-18T11:47:50.680272,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.680272,5,67,HandType.Right,0.7802022695541382,-139.10733032226562,168.9586181640625,56.63362503051758,0.97930508852005,-0.10867426544427872,-0.17073796689510345,-1.0257439613342285,0.5642884969711304,3.277991533279419,0.0,0.0,47.998382568359375,1,1,1,1,1,-125.754638671875,110.57279968261719,47.00966262817383,-143.89608764648438,124.45472717285156,-15.34728717803955,grab,9,2025-11-18T11:47:50.680272,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.695791,6,67,HandType.Right,0.7805839776992798,-139.09275817871094,168.9574432373047,56.662925720214844,0.9793576002120972,-0.10756732523441315,-0.17113718390464783,1.3507925271987915,-0.10852909088134766,2.714233636856079,0.0,0.0,48.156700134277344,1,1,1,1,1,-125.43284606933594,110.49486541748047,47.002471923828125,-143.92138671875,124.4339599609375,-15.305675506591797,grab,9,2025-11-18T11:47:50.695791,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.711460,7,67,HandType.Right,0.7811307311058044,-139.10626220703125,168.98721313476562,56.696834564208984,0.9794927835464478,-0.10618769377470016,-0.17122527956962585,-1.1766752004623413,2.591829776763916,2.952451229095459,0.0,0.0,48.40107345581055,1,1,1,1,1,-125.15951538085938,110.43426513671875,47.13056182861328,-143.94778442382812,124.41177368164062,-15.251830101013184,grab,9,2025-11-18T11:47:50.711460,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.727482,8,67,HandType.Right,0.7816605567932129,-139.1107635498047,169.01898193359375,56.69754409790039,0.9796108603477478,-0.10497557371854782,-0.17129701375961304,-0.4195530414581299,2.9598026275634766,0.06614266335964203,0.0,0.0,48.80741500854492,1,1,1,1,1,-124.8400650024414,110.25687408447266,47.386451721191406,-143.9665985107422,124.34443664550781,-15.197999954223633,grab,9,2025-11-18T11:47:50.727482,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.727482,9,67,HandType.Right,0.7821303606033325,-139.14434814453125,169.08799743652344,56.65251541137695,0.9797304272651672,-0.1037762314081192,-0.17134419083595276,-2.9434502124786377,6.050942420959473,-3.9475860595703125,0.0,0.0,49.31324768066406,1,1,1,1,1,-124.63566589355469,109.9931411743164,47.77434539794922,-143.9782257080078,124.25808715820312,-15.2084379196167,grab,9,2025-11-18T11:47:50.727482,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
2025-11-18 11:47:50.743248,10,67,HandType.Right,0.7821303606033325,-139.14434814453125,169.08799743652344,56.65251541137695,0.9797304272651672,-0.1037762314081192,-0.17134419083595276,-2.9434502124786377,6.050942420959473,-3.9475860595703125,0.0,0.0,49.31324768066406,1,1,1,1,1,-124.63566589355469,109.9931411743164,47.77434539794922,-143.9782257080078,124.25808715820312,-15.2084379196167,grab,9,2025-11-18T11:47:50.743248,my_hand_data\videos\grab_seq9_20251118_114750_622355.avi,89.76558614839529,360,90,HIGH,VIDEO_RECORDING,2025-11-18T11:47:54.731716
