timestamp,frame_id,hand_id,hand_type,confidence,palm_x,palm_y,palm_z,palm_normal_x,palm_normal_y,palm_normal_z,palm_velocity_x,palm_velocity_y,palm_velocity_z,grab_strength,pinch_strength,pinch_distance,thumb_extended,index_extended,middle_extended,ring_extended,pinky_extended,thumb_tip_x,thumb_tip_y,thumb_tip_z,index_tip_x,index_tip_y,index_tip_z,gesture_type,sequence_id,recording_timestamp,video_file_path,performance_actual_fps,performance_total_frames,performance_target_fps,performance_quality,performance_mode,video_recording_time
2025-11-18 16:24:41.974680,1,1208,HandType.Right,0.46804869174957275,225.62156677246094,370.1375732421875,132.32955932617188,0.13957059383392334,-0.9593309760093689,-0.24536529183387756,-31.851318359375,-22.750389099121094,-28.41196060180664,0.0,0.09694616496562958,45.88471221923828,1,1,1,1,1,201.7385711669922,367.8324890136719,77.56761932373047,248.57843017578125,383.98187255859375,52.0141716003418,lower,28,2025-11-18T16:24:41.974680,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:41.984828,2,1208,HandType.Right,0.4670993685722351,225.24667358398438,369.9475402832031,131.99539184570312,0.14068350195884705,-0.9594035148620605,-0.24444426596164703,-34.0252799987793,-17.248504638671875,-30.329742431640625,0.0,0.09812594950199127,45.857208251953125,1,1,1,1,1,201.35731506347656,367.3761901855469,77.22770690917969,248.0637969970703,383.6606750488281,51.626182556152344,lower,28,2025-11-18T16:24:41.984828,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:41.994846,3,1208,HandType.Right,0.46177124977111816,224.83139038085938,369.728515625,131.5792236328125,0.14003461599349976,-0.9595590233802795,-0.2442064881324768,-37.5007438659668,-19.77752113342285,-37.57979965209961,0.0,0.09964363276958466,45.81757354736328,1,1,1,1,1,200.9462432861328,366.9953918457031,76.89591217041016,247.50924682617188,383.3082580566406,51.160396575927734,lower,28,2025-11-18T16:24:41.994846,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.005065,4,1208,HandType.Right,0.4596538543701172,224.4437713623047,369.4655456542969,131.01690673828125,0.13919676840305328,-0.9595735669136047,-0.2446279674768448,-33.23249053955078,-22.54433822631836,-48.21000289916992,0.0,0.10008396208286285,45.863521575927734,1,1,1,1,1,200.55429077148438,366.39581298828125,76.42318725585938,246.9466552734375,383.0110778808594,50.60711669921875,lower,28,2025-11-18T16:24:42.005065,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.015309,5,1208,HandType.Right,0.45899486541748047,224.05712890625,369.1976318359375,130.52635192871094,0.14048394560813904,-0.9597331285476685,-0.24326233565807343,-36.212989807128906,-25.092222213745117,-45.94510269165039,0.0,0.10607903450727463,45.67685317993164,1,1,1,1,1,200.19869995117188,365.93328857421875,76.01583862304688,246.318115234375,382.35406494140625,50.10044479370117,lower,28,2025-11-18T16:24:42.015309,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.036094,6,1208,HandType.Right,0.45748645067214966,223.4288330078125,368.72369384765625,129.85574340820312,0.144536554813385,-0.9600229263305664,-0.23971900343894958,-31.903095245361328,-26.85469627380371,-28.570775985717773,0.0,0.11216694116592407,45.48878479003906,1,1,1,1,1,199.382080078125,365.2660827636719,75.41548156738281,245.18679809570312,381.4385070800781,49.308074951171875,lower,28,2025-11-18T16:24:42.036094,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.039669,7,1208,HandType.Right,0.45748645067214966,223.4288330078125,368.72369384765625,129.85574340820312,0.144536554813385,-0.9600229263305664,-0.23971900343894958,-31.903095245361328,-26.85469627380371,-28.570775985717773,0.0,0.11216694116592407,45.48878479003906,1,1,1,1,1,199.382080078125,365.2660827636719,75.41548156738281,245.18679809570312,381.4385070800781,49.308074951171875,lower,28,2025-11-18T16:24:42.039669,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.056492,8,1208,HandType.Right,0.4510658383369446,222.78433227539062,368.15545654296875,129.4573974609375,0.14706967771053314,-0.9598776698112488,-0.2387578934431076,-27.67978286743164,-26.731958389282227,-15.792357444763184,0.0,0.11049320548772812,45.456241607666016,1,1,1,1,1,198.57321166992188,364.6852111816406,74.94720458984375,244.26580810546875,380.9883117675781,48.58753967285156,lower,28,2025-11-18T16:24:42.056492,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.058503,9,1208,HandType.Right,0.4510658383369446,222.78433227539062,368.15545654296875,129.4573974609375,0.14706967771053314,-0.9598776698112488,-0.2387578934431076,-27.67978286743164,-26.731958389282227,-15.792357444763184,0.0,0.11049320548772812,45.456241607666016,1,1,1,1,1,198.57321166992188,364.6852111816406,74.94720458984375,244.26580810546875,380.9883117675781,48.58753967285156,lower,28,2025-11-18T16:24:42.058503,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.076973,10,1208,HandType.Right,0.4569607973098755,222.12203979492188,367.460693359375,128.70469665527344,0.14862291514873505,-0.9599912762641907,-0.237335205078125,-23.790102005004883,-27.809621810913086,-37.82668685913086,0.0,0.11244846880435944,45.32770538330078,1,1,1,1,1,197.9512481689453,364.0125427246094,74.07624053955078,243.57229614257812,380.27935791015625,47.793209075927734,lower,28,2025-11-18T16:24:42.076973,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.087339,11,1208,HandType.Right,0.4595531225204468,221.8131561279297,367.0661315917969,128.19659423828125,0.14910873770713806,-0.9600169062614441,-0.2369263470172882,-28.080657958984375,-35.86919021606445,-46.19131088256836,0.0,0.10815628618001938,45.48786544799805,1,1,1,1,1,197.4788818359375,363.58514404296875,73.56722259521484,243.25650024414062,379.9211730957031,47.274940490722656,lower,28,2025-11-18T16:24:42.087339,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.097583,12,1208,HandType.Right,0.4595531225204468,221.8131561279297,367.0661315917969,128.19659423828125,0.14910873770713806,-0.9600169062614441,-0.2369263470172882,-28.080657958984375,-35.86919021606445,-46.19131088256836,0.0,0.10815628618001938,45.48786544799805,1,1,1,1,1,197.4788818359375,363.58514404296875,73.56722259521484,243.25650024414062,379.9211730957031,47.274940490722656,lower,28,2025-11-18T16:24:42.097583,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.107633,13,1208,HandType.Right,0.462435781955719,221.49441528320312,366.6906433105469,127.65747833251953,0.14922364056110382,-0.9601565003395081,-0.23628757894039154,-28.629867553710938,-33.72848892211914,-48.42486572265625,0.0,0.10484171658754349,45.57535171508789,1,1,1,1,1,197.07192993164062,363.21923828125,73.03453063964844,242.94586181640625,379.629150390625,46.72119140625,lower,28,2025-11-18T16:24:42.107633,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.118089,14,1208,HandType.Right,0.46777963638305664,220.8176727294922,366.1754455566406,126.80902099609375,0.15115711092948914,-0.960752010345459,-0.232609361410141,-33.41099166870117,-24.411453247070312,-35.38368606567383,0.0,0.10864249616861343,45.42914962768555,1,1,1,1,1,196.1842803955078,362.5449523925781,72.13066864013672,241.9402313232422,378.71734619140625,45.821434020996094,lower,28,2025-11-18T16:24:42.118089,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.128167,15,1208,HandType.Right,0.46777963638305664,220.8176727294922,366.1754455566406,126.80902099609375,0.15115711092948914,-0.960752010345459,-0.232609361410141,-33.41099166870117,-24.411453247070312,-35.38368606567383,0.0,0.10864249616861343,45.42914962768555,1,1,1,1,1,196.1842803955078,362.5449523925781,72.13066864013672,241.9402313232422,378.71734619140625,45.821434020996094,lower,28,2025-11-18T16:24:42.128167,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.138691,16,1208,HandType.Right,0.46770936250686646,220.3467559814453,365.9185485839844,126.40249633789062,0.15187224745750427,-0.960847020149231,-0.23174959421157837,-42.68202590942383,-23.28306007385254,-36.846099853515625,0.0,0.11722122132778168,45.12080764770508,1,1,1,1,1,195.739013671875,362.17510986328125,71.71583557128906,241.2830047607422,377.7293395996094,45.34125900268555,lower,28,2025-11-18T16:24:42.138691,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.148958,17,1208,HandType.Right,0.4613768458366394,219.87753295898438,365.6973571777344,125.93963623046875,0.15444651246070862,-0.960494339466095,-0.2315099537372589,-42.04933547973633,-19.82309341430664,-41.478424072265625,0.0,0.11622491478919983,45.162750244140625,1,1,1,1,1,195.27688598632812,361.7930908203125,71.25821685791016,240.81820678710938,377.4317932128906,44.862667083740234,lower,28,2025-11-18T16:24:42.148958,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.159323,18,1208,HandType.Right,0.47096872329711914,219.3606414794922,365.4749755859375,125.51298522949219,0.15516313910484314,-0.9602733850479126,-0.2319469153881073,-47.10526657104492,-20.266033172607422,-38.881980895996094,0.0,0.12502005696296692,44.917110443115234,1,1,1,1,1,194.72352600097656,361.5287780761719,70.84447479248047,240.01170349121094,376.6831359863281,44.442466735839844,lower,28,2025-11-18T16:24:42.159323,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.179666,19,1208,HandType.Right,0.4795849919319153,218.0854949951172,364.734375,124.3444595336914,0.15684567391872406,-0.9582328200340271,-0.2391427755355835,-59.826995849609375,-36.63906478881836,-50.23975372314453,0.0,0.13282595574855804,44.64869689941406,1,1,1,1,1,193.5476837158203,361.0516357421875,70.14298248291016,238.55413818359375,375.3699951171875,43.42161178588867,lower,28,2025-11-18T16:24:42.179666,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
2025-11-18 16:24:42.183405,20,1208,HandType.Right,0.47952765226364136,217.5374755859375,364.4586181640625,123.72389221191406,0.15705029666423798,-0.9578648805618286,-0.24047890305519104,-49.70753860473633,-25.009477615356445,-56.28685760498047,0.0,0.12568718194961548,44.839908599853516,1,1,1,1,1,192.99620056152344,360.7532958984375,69.54936218261719,238.22952270507812,375.41851806640625,42.899818420410156,lower,28,2025-11-18T16:24:42.183405,my_hand_data\videos\lower_seq28_20251118_162441_954061.avi,89.70717783012655,360,90,HIGH,VIDEO_RECORDING,2025-11-18T16:24:46.070669
